article_id,year,category,headline,body,spokesperson
art_000409,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Allied Orionoid Systems established colony 'PSR 64400-d Science Station' on planet PSR 64400-d (score: 65.4). Speaking on the situation, Chancellor Telas Vex remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000410,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Cygnan Commonwealth established colony 'Cygnan Colony' on planet Rho Cygni-d (score: 62.3). Speaking on the situation, Prime Minister Sylas Rifts remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000411,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Scientific Thranari Union established colony 'Scientific Colony' on planet HD 50077-e (score: 50.4). Speaking on the situation, Prime Minister Sylas Rifts remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000412,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Beta-bulgis Directorate established colony 'Beta Bulge-e Sector' on planet Beta Bulge-e (score: 69.3). Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000413,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Vesperan Commonwealth established colony 'Kepler-8079d-f Prime' on planet Kepler-8079d-f (score: 58.0). Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000414,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Valis Commonwealth established colony 'Valis Colony' on planet PSR 62227-d (score: 65.5). Speaking on the situation, Prime Minister Sylas Rifts remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000415,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Meroid Directorate established colony 'HIP 76600-d Science Station' on planet HIP 76600-d (score: 49.8). Speaking on the situation, Prime Minister Sylas Rifts remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000416,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Allied Sagittariite Systems established colony 'Allied Colony' on planet Psi Sagittarii-c (score: 52.7). Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000417,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: The Perseian Federation established colony 'Perseian Outpost 23' on planet Psi Persei-c (score: 58.7). Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000418,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Allied Orionite Systems established colony 'Allied Outpost 94' on planet PSR 104430-f (score: 67.1). Speaking on the situation, Consul Lyra Sovereign remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000419,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Consolidated Xenite Worlds established colony 'TESS-7890-e Prime' on planet TESS-7890-e (score: 52.6). Speaking on the situation, Prime Minister Sylas Rifts remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000420,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Scientific Orionite Union established colony 'Zeta Orionis-e Science Station' on planet Zeta Orionis-e (score: 58.0). Speaking on the situation, Consul Lyra Sovereign remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000421,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Unified Thranan Council established colony 'TESS-945-d Prime' on planet TESS-945-d (score: 59.8). Speaking on the situation, Consul Lyra Sovereign remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000422,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Scientific Kaeluman Union established colony 'TESS-8033-c Sector' on planet TESS-8033-c (score: 47.1). Speaking on the situation, Chancellor Telas Vex remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000423,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Bulgian Directorate established colony 'Alpha Bulge-c Sector' on planet Alpha Bulge-c (score: 57.7). Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000424,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Unified Orionite Council established colony 'Unified Outpost 50' on planet Nu Orionis-c (score: 59.8). Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000425,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Scientific Aurelan Union established colony 'Scientific Colony' on planet HD 50077-d (score: 44.0). Speaking on the situation, Chancellor Telas Vex remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000426,100,Breaking News,BREAKING: Event in the New Colony Sector!,"On Year 100, the Galactic News Network reports that: Scientific Valian Union established colony 'HR 233687-c Excavation' on planet HR 233687-c (score: 71.7). Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
