compression_scale,start_year,end_year,summary
100 Years,406000,406100,"Megastructure Completion (Yr 406097): In Year 406097, The Great Unified Imperium successfully comp... | Market Crash (Yr 406004): In Year 406004, The Zylarian Star Empire experienced a massi..."
100 Years,406100,406200,"Planetary Invasion (Yr 406162): In Year 406162, the joint fleets of The Unified Technocracy ..."
100 Years,406200,406300,"Defense Pact (Yr 406288): In Year 406288, diplomatic relations between The Great Unifi... | Economic Event (Yr 406233): In Year 406233, The Sagittarian Technocracy experienced a ma..."
100 Years,406300,406400,"Peace Treaty Signing (Yr 406383): In Year 406383, the The Scientific Technocracy and The Scien..."
100 Years,406400,406500,"War End (Yr 406468): In Year 406468, the The Great Scientific Imperium launched a..."
100 Years,406500,406600,"Defense Pact (Yr 406520): In Year 406520, the The Scientific AI Hegemony and The Great..."
100 Years,406600,406700,"Resource Catastrophe (Yr 406611): In Year 406611, the FTL jump gate in Perseus Nebula suffered... | Planetary Invasion (Yr 406669): In Year 406669, a devastating fleet battle occurred in the P..."
100 Years,406700,406800,"Trade Agreement (Yr 406737): In Year 406737, a gold rush of rare FTL fuel elements trigge..."
100 Years,406800,406900,"Pandemic Event (Yr 406890): In Year 406890, a catastrophic solar flare in Aldebaran Reac... | Orbital Battle (Yr 406834): In Year 406834, the The Great Scientific Imperium launched a..."
100 Years,406900,407000,"Defense Pact (Yr 406958): In Year 406958, the The Consolidated Consolidated Systems an..."
100 Years,407000,407100,"Defense Pact (Yr 407078): In Year 407078, The Consolidated Valari Systems acted as a p... | Orbital Battle (Yr 407026): In Year 407026, a skirmish broke out in Arcturus Expanse bet..."
100 Years,407100,407200,"Scientific Breakthrough (Yr 407160): In Year 407160, a breakthrough in zero-point energy generati..."
100 Years,407200,407300,"Alliance Formation (Yr 407236): In Year 407236, diplomatic relations between The Unified Tec..."
100 Years,407300,407400,"AI Uprising (Yr 407367): In Year 407367, the FTL jump gate in Orion Major suffered a ... | Deep Space Engagement (Yr 407315): In Year 407315, the The Aureloid AI Hegemony launched a surp..."
100 Years,407400,407500,"Megastructure Completion (Yr 407461): In Year 407461, the The Great Scientific Imperium completed ..."
100 Years,407500,407600,"Wormhole Collapse (Yr 407561): In Year 407561, a mysterious cosmic pandemic swept through A..."
100 Years,407600,407700,"War End (Yr 407629): In Year 407629, The Cygnan Technocracy successfully annexed ... | Alliance Formation (Yr 407697): In Year 407697, diplomatic relations between The Consolidate..."
100 Years,407700,407800,"Megastructure Completion (Yr 407790): In Year 407790, a breakthrough in zero-point energy generati..."
100 Years,407800,407900,"Planetary Invasion (Yr 407842): In Year 407842, the The Great Kaelumian Imperium launched a ... | Deep Space Engagement (Yr 407894): In Year 407894, the joint fleets of The Great Allied Imperiu..."
100 Years,407900,408000,"Peace Treaty Signing (Yr 407967): In Year 407967, diplomatic relations between The Great Conso..."
100 Years,408000,408100,"Colonization (Yr 408062): In Year 408062, colonial fleets from The Consolidated Star E..."
100 Years,408100,408200,"War End (Yr 408146): In Year 408146, The Great Meran Imperium successfully annexe..."
100 Years,408200,408300,"War End (Yr 408237): In Year 408237, the The Consolidated Xi-sagittariis Systems ... | Trade Agreement (Yr 408294): In Year 408294, The Meran AI Hegemony experienced a massive ..."
100 Years,408300,408400,"Scientific Breakthrough (Yr 408385): In Year 408385, The Aurelari Technocracy successfully comple..."
100 Years,408400,408500,"Scientific Breakthrough (Yr 408457): In Year 408457, the The Scientific AI Hegemony completed the..."
100 Years,408500,408600,"AI Uprising (Yr 408529): In Year 408529, a catastrophic solar flare in Aldebaran Beta..."
100 Years,408600,408700,"Scientific Breakthrough (Yr 408620): In Year 408620, The Unified Technocracy successfully complet..."
100 Years,408700,408800,"Wormhole Collapse (Yr 408767): In Year 408767, the FTL jump gate in Pollux Expanse suffered... | Colonization (Yr 408708): In Year 408708, colonial fleets from The Great Scientific Im..."
100 Years,408800,408900,"Scientific Breakthrough (Yr 408817): In Year 408817, researchers in The Scientific AI Hegemony ac..."
100 Years,408900,409000,"Scientific Breakthrough (Yr 408908): In Year 408908, the The Great Allied Imperium completed the ..."
100 Years,409000,409100,"Colony Assault (Yr 409005): In Year 409005, a skirmish broke out in Centauri Prime betwe..."
100 Years,409100,409200,"Scientific Breakthrough (Yr 409105): In Year 409105, researchers in The Meran Technocracy achieve... | Deep Space Engagement (Yr 409196): In Year 409196, a devastating fleet battle occurred in the C..."
100 Years,409200,409300,"Colonization (Yr 409247): In Year 409247, The Thranari Technocracy established a scien..."
100 Years,409300,409400,"Peace Treaty Signing (Yr 409314): In Year 409314, diplomatic relations between The Great Scien..."
100 Years,409400,409500,"Economic Collapse (Yr 409405): In Year 409405, a gold rush of rare FTL fuel elements trigge... | Colonization (Yr 409478): In Year 409478, a joint colony was founded in Vega Prime by ..."
100 Years,409500,409600,"Economic Collapse (Yr 409535): In Year 409535, The Great Unified Imperium experienced a mas..."
100 Years,409600,409700,"Economic Event (Yr 409618): In Year 409618, a gold rush of rare FTL fuel elements trigge..."
100 Years,409700,409800,"Colonization (Yr 409715): In Year 409715, a joint colony was founded in Arcturus Arm b..."
100 Years,409800,409900,"Scientific Breakthrough (Yr 409868): In Year 409868, a breakthrough in zero-point energy generati... | Colonization (Yr 409800): In Year 409800, The Scientific Technocracy established a sci..."
100 Years,409900,410000,"Economic Collapse (Yr 409931): In Year 409931, resource depletion in the Sirius Nebula sect..."
100 Years,410000,410100,"Colony Assault (Yr 410030): In Year 410030, a devastating fleet battle occurred in the C..."
100 Years,410100,410200,"Peace Treaty Signing (Yr 410120): In Year 410120, The Thranis Star Empire acted as a peace med..."
100 Years,410200,410300,"Galactic Federation (Yr 410206): In Year 410206, diplomatic relations between The Unified Sta..."
100 Years,410300,410400,"Wormhole Collapse (Yr 410304): In Year 410304, a rogue AI network in The Scientific Technoc... | Trade Agreement (Yr 410386): In Year 410386, The Unified Technocracy experienced a massiv..."
100 Years,410400,410500,"Orbital Battle (Yr 410480): In Year 410480, the joint fleets of The Great Scientific Imp..."
100 Years,410500,410600,"Orbital Battle (Yr 410562): In Year 410562, the joint fleets of The Consolidated Allied ..."
100 Years,410600,410700,"Scientific Breakthrough (Yr 410635): In Year 410635, the The Consolidated Star Empire completed t..."
100 Years,410700,410800,"Resource Catastrophe (Yr 410713): In Year 410713, the FTL jump gate in Perseus Beta suffered a..."
100 Years,410800,410900,"Colonization (Yr 410804): In Year 410804, The Allied Technocracy established a science... | Colonization (Yr 410884): In Year 410884, a joint colony was founded in Rigel Beta by ..."
100 Years,410900,411000,"Galactic Federation (Yr 410942): In Year 410942, the The Scientific AI Hegemony and The Unifi... | Colonization (Yr 410996): In Year 410996, The Great Galactican Imperium established a ..."
100 Years,411000,411100,"AI Uprising (Yr 411049): In Year 411049, a mysterious cosmic pandemic swept through A..."
100 Years,411100,411200,"Galactic Federation (Yr 411121): In Year 411121, diplomatic relations between The Consolidate... | Colony Assault (Yr 411195): In Year 411195, the joint fleets of The Great Allied Imperiu..."
100 Years,411200,411300,"Galactic Federation (Yr 411293): In Year 411293, the The Great Zelex Imperium and The Great S..."
100 Years,411300,411400,"Megastructure Completion (Yr 411362): In Year 411362, a breakthrough in zero-point energy generati..."
100 Years,411400,411500,"Deep Space Engagement (Yr 411449): In Year 411449, the The Allied Star Empire launched a surpri..."
100 Years,411500,411600,"Pandemic Event (Yr 411539): In Year 411539, a rogue AI network in The Unified Star Empir..."
100 Years,411600,411700,"FTL Network Failure (Yr 411609): In Year 411609, a rogue AI network in The Great Unified Impe... | Megastructure Completion (Yr 411671): In Year 411671, The Great Unified Imperium successfully comp..."
100 Years,411700,411800,"Scientific Breakthrough (Yr 411764): In Year 411764, a breakthrough in zero-point energy generati..."
100 Years,411800,411900,"Alliance Formation (Yr 411824): In Year 411824, diplomatic relations between The Great Scien..."
100 Years,411900,412000,"Defense Pact (Yr 411919): In Year 411919, the The Great Kaelumian Imperium and The Con..."
100 Years,412000,412100,"Galactic Federation (Yr 412011): In Year 412011, The Primite Star Empire acted as a peace med... | Colonization (Yr 412077): In Year 412077, a joint colony was founded in Procyon Prime ..."
100 Years,412100,412200,"Pandemic Event (Yr 412177): In Year 412177, a rogue AI network in The Great Bulgite Impe..."
100 Years,412200,412300,"Alliance Formation (Yr 412239): In Year 412239, the The Scientific Technocracy and The Conso... | Economic Event (Yr 412299): In Year 412299, resource depletion in the Orion Expanse sect..."
100 Years,412300,412400,"Megastructure Completion (Yr 412351): In Year 412351, researchers in The Scientific AI Hegemony ac..."
100 Years,412400,412500,"Economic Collapse (Yr 412484): In Year 412484, industrial megacorporations in The Orionite ... | Colonization (Yr 412413): In Year 412413, The Orionite Technocracy established a scien..."
100 Years,412500,412600,"Wormhole Collapse (Yr 412557): In Year 412557, a rogue AI network in The Unified AI Hegemon..."
100 Years,412600,412700,"Colony Assault (Yr 412618): In Year 412618, the The Great Consolidated Imperium launched..."
100 Years,412700,412800,"AI Uprising (Yr 412704): In Year 412704, the FTL jump gate in Perseus Minor suffered ... | Colonization (Yr 412786): In Year 412786, a joint colony was founded in Centauri Sigma..."
100 Years,412800,412900,"Trade Agreement (Yr 412846): In Year 412846, a gold rush of rare FTL fuel elements trigge..."
100 Years,412900,413000,"Orbital Battle (Yr 412924): In Year 412924, the The Unified Technocracy launched a surpr..."
100 Years,413000,413100,"Megastructure Completion (Yr 413013): In Year 413013, a breakthrough in zero-point energy generati..."
100 Years,413100,413200,"Peace Treaty Signing (Yr 413101): In Year 413101, The Consolidated Scientific Systems acted as... | Colonization (Yr 413170): In Year 413170, The Great Unified Imperium established a sci..."
100 Years,413200,413300,"Deep Space Engagement (Yr 413261): In Year 413261, a devastating fleet battle occurred in the P..."
100 Years,413300,413400,"Scientific Breakthrough (Yr 413317): In Year 413317, the The Sigma-orionis Star Empire completed ... | Colonization (Yr 413375): In Year 413375, The Great Valis Imperium established a scien..."
100 Years,413400,413500,"Orbital Battle (Yr 413440): In Year 413440, The Great Valoid Imperium successfully annex..."
100 Years,413500,413600,"Scientific Breakthrough (Yr 413524): In Year 413524, The Cygnan Technocracy successfully complete... | Colonization (Yr 413582): In Year 413582, a joint colony was founded in Procyon Expans..."
100 Years,413600,413700,"Refugee Crisis (Yr 413651): In Year 413651, a catastrophic solar flare in Vega Minor des..."
100 Years,413700,413800,"Galactic Federation (Yr 413729): In Year 413729, the The Consolidated Technocracy and The Gre..."
100 Years,413800,413900,"Planetary Invasion (Yr 413802): In Year 413802, the joint fleets of The Vesperian AI Hegemon... | Market Crash (Yr 413881): In Year 413881, The Scientific Technocracy experienced a mas..."
100 Years,413900,414000,"Wormhole Collapse (Yr 413978): In Year 413978, a catastrophic solar flare in Antares Arm de..."
100 Years,414000,414100,"Alliance Formation (Yr 414072): In Year 414072, diplomatic relations between The Thranis Tec..."
100 Years,414100,414200,"Megastructure Completion (Yr 414134): In Year 414134, researchers in The Cygnian Technocracy achie..."
100 Years,414200,414300,"Economic Collapse (Yr 414225): In Year 414225, The Great Unified Imperium experienced a mas... | Colonization (Yr 414280): In Year 414280, a joint colony was founded in Aldebaran Nebu..."
100 Years,414300,414400,"Colonization (Yr 414349): In Year 414349, The Great Allied Imperium established a scie..."
100 Years,414400,414500,"Planetary Invasion (Yr 414429): In Year 414429, the joint fleets of The Orionite Technocracy..."
100 Years,414500,414600,"Galactic Federation (Yr 414515): In Year 414515, The Aurelari Technocracy acted as a peace me..."
100 Years,414600,414700,"Alliance Formation (Yr 414614): In Year 414614, the The Scientific Technocracy and The Great..."
100 Years,414700,414800,"FTL Network Failure (Yr 414713): In Year 414713, the FTL jump gate in Sirius Major suffered a..."
100 Years,414800,414900,"Market Crash (Yr 414870): In Year 414870, a gold rush of rare FTL fuel elements trigge... | Economic Event (Yr 414800): In Year 414800, The Scientific Technocracy experienced a mas..."
