tick,year,civilization_id,civilization_name,decision,reason,result
6,600,52d6d92e6b,Unified Xenoid Council,TRADE,Proposed trade agreement to neighbor Unified Zelian Council (distance: 0.0 LY).,Trade treaty established between Unified Xenoid Council and Unified Zelian Council.
6,600,ea27a17ca6,The Meris Federation,TRADE,Proposed trade agreement to neighbor Unified Zelian Council (distance: 0.0 LY).,Trade treaty established between The Meris Federation and Unified Zelian Council.
6,600,962632e3ac,Zylarex Directorate,RESEARCH,Research priorities chosen due to curiosity (77.6) and tech potential (15.5).,Technological level increased by 0.128 to 10.134.
6,600,0bfb7074dd,Scientific Xenite Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,626215ebea,Scientific Xenoid Union,RESEARCH,Research priorities chosen due to curiosity (80.7) and tech potential (15.8).,Technological level increased by 0.131 to 9.763.
6,600,d8145cd1f0,Aurelite Commonwealth,TRADE,Proposed trade agreement to neighbor Zylarex Directorate (distance: 0.0 LY).,Trade treaty established between Aurelite Commonwealth and Zylarex Directorate.
6,600,7315025cfd,Unified Aurelari Council,DEFEND,High threat (66.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,d853839dba,Allied Zelite Systems,RESEARCH,Research priorities chosen due to curiosity (75.8) and tech potential (14.9).,Technological level increased by 0.126 to 9.754.
6,600,c56a0b9792,Allied Elysiis Systems,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,2173a01d64,Allied Elysiian Systems,BUILD_MEGASTRUCTURE,Started construction of Dyson Swarm to boost galactic Kardashev footprint.,Initiated Dyson Swarm project (progress: 10%). Spent 800 resources.
6,600,35390a1939,Valari Directorate,ALLY,Diplomatic outreach for alliance sent to Scientific Zelan Union (distance: 0.0 LY).,Scientific Zelan Union immediately rejected alliance from Valari Directorate due to low relations (18.2).
6,600,6d4e0abb77,Scientific Zelan Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,3a3695c8e9,Consolidated Galactican Worlds,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (29.8).,Gained 300.0 resource units and +5.0 stability.
6,600,494354518b,Unified Zylarite Council,RESEARCH,Research priorities chosen due to curiosity (78.6) and tech potential (16.0).,Technological level increased by 0.129 to 10.532.
6,600,a425d5c923,Allied Thranari Systems,RESEARCH,Research priorities chosen due to curiosity (71.2) and tech potential (13.0).,Technological level increased by 0.121 to 8.393.
6,600,9cad00795f,Allied Aethelgardian Systems,TRADE,Proposed trade agreement to neighbor The Aethelgardan Federation (distance: 0.0 LY).,The Aethelgardan Federation declined trade proposal from Allied Aethelgardian Systems.
6,600,155f4eead5,The Aethelgardan Federation,DEFEND,High threat (61.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,35b25d7eaf,Unified Aethelgardis Council,RESEARCH,Research priorities chosen due to curiosity (99.1) and tech potential (19.3).,Technological level increased by 0.149 to 9.675.
6,600,4e674c46b8,Aethelgardan Directorate,RESEARCH,Research priorities chosen due to curiosity (98.1) and tech potential (19.1).,Technological level increased by 0.148 to 9.663.
6,600,e4a60e62b6,Unified Zeloid Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,24423298c0,Scientific Zylaroid Union,RESEARCH,Research priorities chosen due to curiosity (78.7) and tech potential (15.9).,Technological level increased by 0.129 to 10.394.
6,600,95985a8620,Xenan Directorate,TRADE,Proposed trade agreement to neighbor Unified Zeloid Council (distance: 0.0 LY).,Unified Zeloid Council declined trade proposal from Xenan Directorate.
6,600,80be4440e8,Kaelumis Directorate,RESEARCH,Research priorities chosen due to curiosity (87.5) and tech potential (17.4).,Technological level increased by 0.137 to 10.081.
6,600,c7a93adf27,The Thranis Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,df2217070a,Allied Thranari Systems,ALLY,Diplomatic outreach for alliance sent to Unified Zeloid Council (distance: 0.0 LY).,Unified Zeloid Council immediately rejected alliance from Allied Thranari Systems due to low relations (13.5).
6,600,c64460376e,Gamma-orionis Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Matrioshka Brain.,Advanced Matrioshka Brain construction progress by 18.4% to 28.4%.
6,600,53e4b98264,Unified Orionian Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.2% to 29.2%.
6,600,14c594f145,Unified Orionian Council,RESEARCH,Research priorities chosen due to curiosity (79.9) and tech potential (16.1).,Technological level increased by 0.130 to 10.261.
6,600,abb26e55dc,Consolidated Orionian Worlds,TRADE,Proposed trade agreement to neighbor Unified Theta-orionis Council (distance: 0.0 LY).,Unified Theta-orionis Council declined trade proposal from Consolidated Orionian Worlds.
6,600,075b3fb3b1,Unified Theta-orionis Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.9% to 28.9%.
6,600,d401178af2,Theta-orionis Commonwealth,RESEARCH,Research priorities chosen due to curiosity (79.0) and tech potential (15.9).,Technological level increased by 0.129 to 10.284.
6,600,6dfc531f16,Unified Xenis Council,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
6,600,36b91772ac,Unified Orionis Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,3c983bfdab,Unified Vesperari Council,ALLY,Diplomatic outreach for alliance sent to Unified Xenan Council (distance: 0.0 LY).,Unified Xenan Council immediately rejected alliance from Unified Vesperari Council due to low relations (14.5).
6,600,db90f4ff25,Unified Xenan Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.7% to 30.7%.
6,600,cfec2df928,Consolidated Zylarex Worlds,ATTACK,Military conquest declared due to aggression (24.6) and poor relationships.,"WAR OUTCOME: Coalition [The Thranian Federation] successfully defended against Coalition [Consolidated Zylarex Worlds]. Attacker Consolidated Zylarex Worlds suffered military defeat, losing 392,589,340 population and paying 2,043.2 resources in reparations."
6,600,a189e2924d,The Thranian Federation,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,30e300e760,Scientific Sagittariite Union,RESEARCH,Research priorities chosen due to curiosity (78.6) and tech potential (15.9).,Technological level increased by 0.129 to 10.388.
6,600,65ea513ebb,Unified Sagittarian Council,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (32.0).,Gained 300.0 resource units and +5.0 stability.
6,600,6fbfc2a11d,Unified Orionite Council,RESEARCH,Research priorities chosen due to curiosity (83.3) and tech potential (16.9).,Technological level increased by 0.133 to 10.404.
6,600,bceea7e00e,Unified Orionan Council,DEFEND,High threat (64.3) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,9875fc03a4,Orionian Directorate,RESEARCH,Research priorities chosen due to curiosity (92.9) and tech potential (18.7).,Technological level increased by 0.143 to 10.248.
6,600,81601b2e5e,Unified Sigma-orionis Council,DEFEND,High threat (64.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,72196fa906,Sigma-orionis Commonwealth,DEFEND,High threat (76.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,3c4760ddea,Zelis Commonwealth,RESEARCH,Research priorities chosen due to curiosity (82.6) and tech potential (14.5).,Technological level increased by 0.133 to 7.703.
6,600,9d578c755a,Scientific Zelian Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.5% to 28.5%.
6,600,23094db297,Allied Solian Systems,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,642e75a08d,Scientific Thranan Union,RESEARCH,Research priorities chosen due to curiosity (93.8) and tech potential (19.2).,Technological level increased by 0.144 to 10.583.
6,600,b619dd5fb5,Scientific Thranan Union,RESEARCH,Research priorities chosen due to curiosity (84.7) and tech potential (16.6).,Technological level increased by 0.135 to 9.707.
6,600,e3ba98a843,Unified Valoid Council,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
6,600,50f9748c73,Scientific Vesperex Union,RESEARCH,Research priorities chosen due to curiosity (87.6) and tech potential (18.0).,Technological level increased by 0.138 to 10.692.
6,600,3e1c9fe27e,Cygnian Directorate,RESEARCH,Research priorities chosen due to curiosity (93.1) and tech potential (18.6).,Technological level increased by 0.143 to 10.151.
6,600,cb16d2a5bc,Gamma-cygnis Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,340e3912e2,Cygnite Directorate,DEFEND,High threat (81.2) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,6ebb371c3c,The Tau-galacticis Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,1b37c066da,Valis Commonwealth,RESEARCH,Research priorities chosen due to curiosity (75.9) and tech potential (13.8).,Technological level increased by 0.126 to 8.294.
6,600,f4a721a47f,Gamma-galacticis Directorate,RESEARCH,Research priorities chosen due to curiosity (75.1) and tech potential (13.9).,Technological level increased by 0.125 to 8.619.
6,600,63d8758b53,The Aurelex Federation,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
6,600,415811daec,Solian Directorate,ALLY,Diplomatic outreach for alliance sent to Aurelex Directorate (distance: 0.0 LY).,Aurelex Directorate immediately rejected alliance from Solian Directorate due to low relations (2.6).
6,600,cb312b9d86,Aurelex Directorate,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
6,600,53dc64803e,Scientific Orionian Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.757.
6,600,5b3c302325,Scientific Bulgian Union,RESEARCH,Research priorities chosen due to curiosity (89.4) and tech potential (18.1).,Technological level increased by 0.139 to 10.424.
6,600,947f74a852,Allied Sagittariite Systems,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
6,600,7df05aba52,Unified Sagittarian Council,RESEARCH,Research priorities chosen due to curiosity (77.8) and tech potential (15.7).,Technological level increased by 0.128 to 10.281.
6,600,e23dc5e375,Republic of Galactician,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (30.4).,Gained 300.0 resource units and +5.0 stability.
6,600,77811a2fa9,Gaeian Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (31.5).,Gained 300.0 resource units and +5.0 stability.
6,600,4a9574c523,Scientific Kaelumite Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
6,600,e99c95009e,Merex Directorate,RESEARCH,Research priorities chosen due to curiosity (85.6) and tech potential (17.5).,Technological level increased by 0.136 to 10.565.
6,600,6957a14d13,Xenian Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.4% to 30.4%.
6,600,2a34070c99,Consolidated Persean Worlds,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
6,600,4c67325ea2,Unified Persean Council,TRADE,Proposed trade agreement to neighbor Consolidated Persean Worlds (distance: 0.0 LY).,Consolidated Persean Worlds declined trade proposal from Unified Persean Council.
6,600,8eadd942b0,Scientific Phi-perseis Union,RESEARCH,Research priorities chosen due to curiosity (92.3) and tech potential (18.1).,Technological level increased by 0.142 to 9.771.
6,600,d2f4557294,Perseian Directorate,DEFEND,High threat (80.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
6,600,6657429a7c,Unified Ignis-ivis Council,ALLY,No alliance targets found within proximity.,Fell back to defense posturing: boosted stability by +10.0.
6,600,5f5ebcf2f5,Solari Directorate,DEFEND,High threat (69.3) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
