event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
ECN-EVT-01701,400,Year 400,Hyperinflation,Economy,13b6f1c19c,,13b6f1c19c,5.0,Minor,Hyperinflation crisis declared in 13b6f1c19c as local currency values plummeted by 81.6%.
ECN-EVT-01702,400,Year 400,Economic Collapse,Economy,ee9099d9b7,,ee9099d9b7,100.0,Legendary,An Economic Collapse occurred in ee9099d9b7 due to negative GDP growth and treasury depletion.
ECN-EVT-01703,400,Year 400,Hyperinflation,Economy,38d523ac80,,38d523ac80,5.0,Minor,Hyperinflation crisis declared in 38d523ac80 as local currency values plummeted by 121.2%.
ECN-EVT-01704,400,Year 400,Hyperinflation,Economy,4bf29f7756,,4bf29f7756,5.0,Minor,Hyperinflation crisis declared in 4bf29f7756 as local currency values plummeted by 121.2%.
ECN-EVT-01705,400,Year 400,Hyperinflation,Economy,8a78a0e229,,8a78a0e229,5.0,Minor,Hyperinflation crisis declared in 8a78a0e229 as local currency values plummeted by 121.2%.
ECN-EVT-01706,400,Year 400,Hyperinflation,Economy,8bc980ecf5,,8bc980ecf5,5.0,Minor,Hyperinflation crisis declared in 8bc980ecf5 as local currency values plummeted by 121.2%.
ECN-EVT-01707,400,Year 400,Hyperinflation,Economy,18daa88e4f,,18daa88e4f,5.0,Minor,Hyperinflation crisis declared in 18daa88e4f as local currency values plummeted by 121.2%.
ECN-EVT-01708,400,Year 400,Hyperinflation,Economy,b6d872712f,,b6d872712f,5.0,Minor,Hyperinflation crisis declared in b6d872712f as local currency values plummeted by 121.2%.
ECN-EVT-01709,400,Year 400,Hyperinflation,Economy,7c40c9ebf8,,7c40c9ebf8,5.0,Minor,Hyperinflation crisis declared in 7c40c9ebf8 as local currency values plummeted by 121.2%.
ECN-EVT-01710,400,Year 400,Hyperinflation,Economy,28f3b831a2,,28f3b831a2,5.0,Minor,Hyperinflation crisis declared in 28f3b831a2 as local currency values plummeted by 121.2%.
ECN-EVT-01711,400,Year 400,Hyperinflation,Economy,20af608f42,,20af608f42,5.0,Minor,Hyperinflation crisis declared in 20af608f42 as local currency values plummeted by 121.0%.
ECN-EVT-01712,400,Year 400,Hyperinflation,Economy,f03d90fb8f,,f03d90fb8f,5.0,Minor,Hyperinflation crisis declared in f03d90fb8f as local currency values plummeted by 122.0%.
ECN-EVT-01713,400,Year 400,Hyperinflation,Economy,3c04f1e4d3,,3c04f1e4d3,5.0,Minor,Hyperinflation crisis declared in 3c04f1e4d3 as local currency values plummeted by 121.2%.
ECN-EVT-01714,400,Year 400,Hyperinflation,Economy,123f4d1fb7,,123f4d1fb7,5.0,Minor,Hyperinflation crisis declared in 123f4d1fb7 as local currency values plummeted by 121.2%.
ECN-EVT-01715,400,Year 400,Hyperinflation,Economy,15474381ae,,15474381ae,5.0,Minor,Hyperinflation crisis declared in 15474381ae as local currency values plummeted by 121.2%.
ECN-EVT-01716,400,Year 400,Hyperinflation,Economy,e905d91038,,e905d91038,5.0,Minor,Hyperinflation crisis declared in e905d91038 as local currency values plummeted by 121.2%.
ECN-EVT-01717,400,Year 400,Hyperinflation,Economy,f7ed0ea8ba,,f7ed0ea8ba,5.0,Minor,Hyperinflation crisis declared in f7ed0ea8ba as local currency values plummeted by 121.2%.
ECN-EVT-01718,400,Year 400,Hyperinflation,Economy,176da50470,,176da50470,5.0,Minor,Hyperinflation crisis declared in 176da50470 as local currency values plummeted by 81.1%.
ECN-EVT-01719,400,Year 400,Hyperinflation,Economy,85aec51e58,,85aec51e58,5.0,Minor,Hyperinflation crisis declared in 85aec51e58 as local currency values plummeted by 121.2%.
ECN-EVT-01720,400,Year 400,Hyperinflation,Economy,4c224c8349,,4c224c8349,5.0,Minor,Hyperinflation crisis declared in 4c224c8349 as local currency values plummeted by 81.1%.
TRN-EVT-00227,400,Year 400,Hyperlane Expansion,Logistics,1c90d82c80,,Trade Route,5.0,Minor,The Great Cygnian Imperium constructed FTL Artificial Wormhole portal WRM-ART-0002 linking capital to colony system Delta Cygni.
COL-EVT-00107,500,Year 500,First Colony,Colonization,Scientific Solari Union,,New Colony,8.0,Minor,Scientific Solari Union established colony 'HR 220748-c Prime' on planet HR 220748-c (score: 57.0).
COL-EVT-00108,500,Year 500,First Colony,Colonization,Kaelumian Directorate,,New Colony,8.0,Minor,Kaelumian Directorate established colony 'Kaelumian Outpost 78' on planet GDE-7293-d (score: 71.3).
COL-EVT-00109,500,Year 500,First Colony,Colonization,Bulgite Directorate,,New Colony,8.0,Minor,Bulgite Directorate established colony 'Xi Bulge-b Science Station' on planet Xi Bulge-b (score: 58.3).
COL-EVT-00110,500,Year 500,Expansion Boom,Colonization,Allied Sagittariian Systems,,New Colony,8.0,Minor,Allied Sagittariian Systems established colony 'Allied Colony' on planet Pi Sagittarii-b (score: 67.1).
COL-EVT-00111,500,Year 500,Expansion Boom,Colonization,Consolidated Prometheian Worlds,,New Colony,8.0,Minor,Consolidated Prometheian Worlds established colony 'Prometheus-e Sector' on planet Prometheus-e (score: 63.1).
COL-EVT-00112,500,Year 500,First Colony,Colonization,Aurelian Directorate,,New Colony,8.0,Minor,Aurelian Directorate established colony 'Aurelian Outpost 67' on planet PSR 289778-e (score: 72.5).
COL-EVT-00113,500,Year 500,Expansion Boom,Colonization,Vesperan Directorate,,New Colony,8.0,Minor,Vesperan Directorate established colony 'Vesperan Outpost 13' on planet PSR 104430-f (score: 66.7).
COL-EVT-00114,500,Year 500,First Colony,Colonization,Scientific Solex Union,,New Colony,8.0,Minor,Scientific Solex Union established colony 'TESS-973-c Prime' on planet TESS-973-c (score: 57.3).
COL-EVT-00115,500,Year 500,First Colony,Colonization,Scientific Eta-galacticis Union,,New Colony,8.0,Minor,Scientific Eta-galacticis Union established colony 'Scientific Outpost 93' on planet Eta Galacticis-d (score: 62.3).
COL-EVT-00116,500,Year 500,Expansion Boom,Colonization,Scientific Kaeluman Union,,New Colony,8.0,Minor,Scientific Kaeluman Union established colony 'TESS-7571-g Prime' on planet TESS-7571-g (score: 51.5).
COL-EVT-00117,500,Year 500,First Colony,Colonization,Consolidated Orionite Worlds,,New Colony,8.0,Minor,Consolidated Orionite Worlds established colony 'Nu Orionis-e Sector' on planet Nu Orionis-e (score: 71.5).
ECN-EVT-01721,500,Year 500,Hyperinflation,Economy,f8c1278b86,,f8c1278b86,5.0,Minor,Hyperinflation crisis declared in f8c1278b86 as local currency values plummeted by 121.2%.
ECN-EVT-01722,500,Year 500,Hyperinflation,Economy,4836a15586,,4836a15586,5.0,Minor,Hyperinflation crisis declared in 4836a15586 as local currency values plummeted by 121.2%.
ECN-EVT-01723,500,Year 500,Hyperinflation,Economy,a500abb373,,a500abb373,5.0,Minor,Hyperinflation crisis declared in a500abb373 as local currency values plummeted by 121.2%.
ECN-EVT-01724,500,Year 500,Hyperinflation,Economy,9594053f90,,9594053f90,5.0,Minor,Hyperinflation crisis declared in 9594053f90 as local currency values plummeted by 121.2%.
ECN-EVT-01725,500,Year 500,Hyperinflation,Economy,22b55b78e2,,22b55b78e2,5.0,Minor,Hyperinflation crisis declared in 22b55b78e2 as local currency values plummeted by 121.2%.
ECN-EVT-01726,500,Year 500,Hyperinflation,Economy,185a68bac9,,185a68bac9,5.0,Minor,Hyperinflation crisis declared in 185a68bac9 as local currency values plummeted by 80.7%.
ECN-EVT-01727,500,Year 500,Hyperinflation,Economy,c4f121b6c1,,c4f121b6c1,5.0,Minor,Hyperinflation crisis declared in c4f121b6c1 as local currency values plummeted by 121.1%.
ECN-EVT-01728,500,Year 500,Hyperinflation,Economy,70a115d461,,70a115d461,5.0,Minor,Hyperinflation crisis declared in 70a115d461 as local currency values plummeted by 81.1%.
ECN-EVT-01729,500,Year 500,Hyperinflation,Economy,26b5626b6c,,26b5626b6c,5.0,Minor,Hyperinflation crisis declared in 26b5626b6c as local currency values plummeted by 121.2%.
ECN-EVT-01730,500,Year 500,Hyperinflation,Economy,8a41c4ac34,,8a41c4ac34,5.0,Minor,Hyperinflation crisis declared in 8a41c4ac34 as local currency values plummeted by 121.2%.
ECN-EVT-01731,500,Year 500,Hyperinflation,Economy,15286fa1f5,,15286fa1f5,5.0,Minor,Hyperinflation crisis declared in 15286fa1f5 as local currency values plummeted by 80.8%.
ECN-EVT-01732,500,Year 500,Hyperinflation,Economy,2f0954acad,,2f0954acad,5.0,Minor,Hyperinflation crisis declared in 2f0954acad as local currency values plummeted by 121.2%.
ECN-EVT-01733,500,Year 500,Hyperinflation,Economy,c7c9fca9a1,,c7c9fca9a1,5.0,Minor,Hyperinflation crisis declared in c7c9fca9a1 as local currency values plummeted by 121.2%.
ECN-EVT-01734,500,Year 500,Hyperinflation,Economy,511ff78315,,511ff78315,5.0,Minor,Hyperinflation crisis declared in 511ff78315 as local currency values plummeted by 121.1%.
ECN-EVT-01735,500,Year 500,Hyperinflation,Economy,95cba99a70,,95cba99a70,5.0,Minor,Hyperinflation crisis declared in 95cba99a70 as local currency values plummeted by 121.2%.
ECN-EVT-01736,500,Year 500,Hyperinflation,Economy,73cb158d41,,73cb158d41,5.0,Minor,Hyperinflation crisis declared in 73cb158d41 as local currency values plummeted by 121.2%.
ECN-EVT-01737,500,Year 500,Hyperinflation,Economy,7419a59432,,7419a59432,5.0,Minor,Hyperinflation crisis declared in 7419a59432 as local currency values plummeted by 121.2%.
ECN-EVT-01738,500,Year 500,Hyperinflation,Economy,bb1351012f,,bb1351012f,5.0,Minor,Hyperinflation crisis declared in bb1351012f as local currency values plummeted by 121.2%.
ECN-EVT-01739,500,Year 500,Hyperinflation,Economy,3be9d94e07,,3be9d94e07,5.0,Minor,Hyperinflation crisis declared in 3be9d94e07 as local currency values plummeted by 121.2%.
ECN-EVT-01740,500,Year 500,Hyperinflation,Economy,033668785c,,033668785c,5.0,Minor,Hyperinflation crisis declared in 033668785c as local currency values plummeted by 121.2%.
ECN-EVT-01741,500,Year 500,Hyperinflation,Economy,d2748466c9,,d2748466c9,5.0,Minor,Hyperinflation crisis declared in d2748466c9 as local currency values plummeted by 121.2%.
ECN-EVT-01742,500,Year 500,Hyperinflation,Economy,4a7ef72f37,,4a7ef72f37,5.0,Minor,Hyperinflation crisis declared in 4a7ef72f37 as local currency values plummeted by 81.1%.
ECN-EVT-01743,500,Year 500,Hyperinflation,Economy,b6e89e8b4d,,b6e89e8b4d,5.0,Minor,Hyperinflation crisis declared in b6e89e8b4d as local currency values plummeted by 121.2%.
ECN-EVT-01744,500,Year 500,Hyperinflation,Economy,243eff68e3,,243eff68e3,5.0,Minor,Hyperinflation crisis declared in 243eff68e3 as local currency values plummeted by 120.6%.
ECN-EVT-01745,500,Year 500,Hyperinflation,Economy,5db2756626,,5db2756626,5.0,Minor,Hyperinflation crisis declared in 5db2756626 as local currency values plummeted by 121.2%.
ECN-EVT-01746,500,Year 500,Hyperinflation,Economy,37df7ce9be,,37df7ce9be,5.0,Minor,Hyperinflation crisis declared in 37df7ce9be as local currency values plummeted by 121.1%.
ECN-EVT-01747,500,Year 500,Hyperinflation,Economy,52d6d92e6b,,52d6d92e6b,5.0,Minor,Hyperinflation crisis declared in 52d6d92e6b as local currency values plummeted by 121.1%.
ECN-EVT-01748,500,Year 500,Hyperinflation,Economy,ea27a17ca6,,ea27a17ca6,5.0,Minor,Hyperinflation crisis declared in ea27a17ca6 as local currency values plummeted by 121.1%.
ECN-EVT-01749,500,Year 500,Hyperinflation,Economy,962632e3ac,,962632e3ac,5.0,Minor,Hyperinflation crisis declared in 962632e3ac as local currency values plummeted by 121.2%.
ECN-EVT-01750,500,Year 500,Hyperinflation,Economy,0bfb7074dd,,0bfb7074dd,5.0,Minor,Hyperinflation crisis declared in 0bfb7074dd as local currency values plummeted by 121.2%.
ECN-EVT-01751,500,Year 500,Hyperinflation,Economy,d8145cd1f0,,d8145cd1f0,5.0,Minor,Hyperinflation crisis declared in d8145cd1f0 as local currency values plummeted by 121.2%.
ECN-EVT-01752,500,Year 500,Hyperinflation,Economy,7315025cfd,,7315025cfd,5.0,Minor,Hyperinflation crisis declared in 7315025cfd as local currency values plummeted by 121.2%.
ECN-EVT-01753,500,Year 500,Hyperinflation,Economy,d853839dba,,d853839dba,5.0,Minor,Hyperinflation crisis declared in d853839dba as local currency values plummeted by 121.2%.
ECN-EVT-01754,500,Year 500,Hyperinflation,Economy,c56a0b9792,,c56a0b9792,5.0,Minor,Hyperinflation crisis declared in c56a0b9792 as local currency values plummeted by 121.2%.
ECN-EVT-01755,500,Year 500,Hyperinflation,Economy,2173a01d64,,2173a01d64,5.0,Minor,Hyperinflation crisis declared in 2173a01d64 as local currency values plummeted by 81.1%.
ECN-EVT-01756,500,Year 500,Hyperinflation,Economy,35390a1939,,35390a1939,5.0,Minor,Hyperinflation crisis declared in 35390a1939 as local currency values plummeted by 81.1%.
ECN-EVT-01757,500,Year 500,Hyperinflation,Economy,6d4e0abb77,,6d4e0abb77,5.0,Minor,Hyperinflation crisis declared in 6d4e0abb77 as local currency values plummeted by 121.2%.
ECN-EVT-01758,500,Year 500,Hyperinflation,Economy,3a3695c8e9,,3a3695c8e9,5.0,Minor,Hyperinflation crisis declared in 3a3695c8e9 as local currency values plummeted by 81.1%.
ECN-EVT-01759,500,Year 500,Hyperinflation,Economy,494354518b,,494354518b,5.0,Minor,Hyperinflation crisis declared in 494354518b as local currency values plummeted by 121.2%.
ECN-EVT-01760,500,Year 500,Hyperinflation,Economy,a425d5c923,,a425d5c923,5.0,Minor,Hyperinflation crisis declared in a425d5c923 as local currency values plummeted by 121.2%.
ECN-EVT-01761,500,Year 500,Hyperinflation,Economy,9cad00795f,,9cad00795f,5.0,Minor,Hyperinflation crisis declared in 9cad00795f as local currency values plummeted by 121.1%.
ECN-EVT-01762,500,Year 500,Hyperinflation,Economy,155f4eead5,,155f4eead5,5.0,Minor,Hyperinflation crisis declared in 155f4eead5 as local currency values plummeted by 121.2%.
ECN-EVT-01763,500,Year 500,Hyperinflation,Economy,35b25d7eaf,,35b25d7eaf,5.0,Minor,Hyperinflation crisis declared in 35b25d7eaf as local currency values plummeted by 121.2%.
ECN-EVT-01764,500,Year 500,Hyperinflation,Economy,4e674c46b8,,4e674c46b8,5.0,Minor,Hyperinflation crisis declared in 4e674c46b8 as local currency values plummeted by 121.1%.
ECN-EVT-01765,500,Year 500,Hyperinflation,Economy,e4a60e62b6,,e4a60e62b6,5.0,Minor,Hyperinflation crisis declared in e4a60e62b6 as local currency values plummeted by 121.2%.
ECN-EVT-01766,500,Year 500,Hyperinflation,Economy,24423298c0,,24423298c0,5.0,Minor,Hyperinflation crisis declared in 24423298c0 as local currency values plummeted by 121.2%.
ECN-EVT-01767,500,Year 500,Hyperinflation,Economy,95985a8620,,95985a8620,5.0,Minor,Hyperinflation crisis declared in 95985a8620 as local currency values plummeted by 121.2%.
ECN-EVT-01768,500,Year 500,Hyperinflation,Economy,80be4440e8,,80be4440e8,5.0,Minor,Hyperinflation crisis declared in 80be4440e8 as local currency values plummeted by 121.2%.
ECN-EVT-01769,500,Year 500,Hyperinflation,Economy,c7a93adf27,,c7a93adf27,5.0,Minor,Hyperinflation crisis declared in c7a93adf27 as local currency values plummeted by 121.2%.
ECN-EVT-01770,500,Year 500,Hyperinflation,Economy,df2217070a,,df2217070a,5.0,Minor,Hyperinflation crisis declared in df2217070a as local currency values plummeted by 121.2%.
ECN-EVT-01771,500,Year 500,Hyperinflation,Economy,c64460376e,,c64460376e,5.0,Minor,Hyperinflation crisis declared in c64460376e as local currency values plummeted by 121.2%.
ECN-EVT-01772,500,Year 500,Hyperinflation,Economy,53e4b98264,,53e4b98264,5.0,Minor,Hyperinflation crisis declared in 53e4b98264 as local currency values plummeted by 121.2%.
ECN-EVT-01773,500,Year 500,Economic Collapse,Economy,14c594f145,,14c594f145,100.0,Legendary,An Economic Collapse occurred in 14c594f145 due to negative GDP growth and treasury depletion.
ECN-EVT-01774,500,Year 500,Hyperinflation,Economy,075b3fb3b1,,075b3fb3b1,5.0,Minor,Hyperinflation crisis declared in 075b3fb3b1 as local currency values plummeted by 120.9%.
ECN-EVT-01775,500,Year 500,Hyperinflation,Economy,d401178af2,,d401178af2,5.0,Minor,Hyperinflation crisis declared in d401178af2 as local currency values plummeted by 121.2%.
ECN-EVT-01776,500,Year 500,Hyperinflation,Economy,6dfc531f16,,6dfc531f16,5.0,Minor,Hyperinflation crisis declared in 6dfc531f16 as local currency values plummeted by 120.5%.
ECN-EVT-01777,500,Year 500,Hyperinflation,Economy,36b91772ac,,36b91772ac,5.0,Minor,Hyperinflation crisis declared in 36b91772ac as local currency values plummeted by 121.1%.
ECN-EVT-01778,500,Year 500,Hyperinflation,Economy,3c983bfdab,,3c983bfdab,5.0,Minor,Hyperinflation crisis declared in 3c983bfdab as local currency values plummeted by 121.2%.
ECN-EVT-01779,500,Year 500,Hyperinflation,Economy,db90f4ff25,,db90f4ff25,5.0,Minor,Hyperinflation crisis declared in db90f4ff25 as local currency values plummeted by 121.2%.
ECN-EVT-01780,500,Year 500,Hyperinflation,Economy,cfec2df928,,cfec2df928,5.0,Minor,Hyperinflation crisis declared in cfec2df928 as local currency values plummeted by 120.7%.
ECN-EVT-01781,500,Year 500,Hyperinflation,Economy,a189e2924d,,a189e2924d,5.0,Minor,Hyperinflation crisis declared in a189e2924d as local currency values plummeted by 121.1%.
ECN-EVT-01782,500,Year 500,Hyperinflation,Economy,30e300e760,,30e300e760,5.0,Minor,Hyperinflation crisis declared in 30e300e760 as local currency values plummeted by 121.1%.
ECN-EVT-01783,500,Year 500,Hyperinflation,Economy,65ea513ebb,,65ea513ebb,5.0,Minor,Hyperinflation crisis declared in 65ea513ebb as local currency values plummeted by 121.2%.
ECN-EVT-01784,500,Year 500,Hyperinflation,Economy,6fbfc2a11d,,6fbfc2a11d,5.0,Minor,Hyperinflation crisis declared in 6fbfc2a11d as local currency values plummeted by 121.2%.
ECN-EVT-01785,500,Year 500,Hyperinflation,Economy,bceea7e00e,,bceea7e00e,5.0,Minor,Hyperinflation crisis declared in bceea7e00e as local currency values plummeted by 121.2%.
ECN-EVT-01786,500,Year 500,Hyperinflation,Economy,9875fc03a4,,9875fc03a4,5.0,Minor,Hyperinflation crisis declared in 9875fc03a4 as local currency values plummeted by 121.2%.
ECN-EVT-01787,500,Year 500,Hyperinflation,Economy,81601b2e5e,,81601b2e5e,5.0,Minor,Hyperinflation crisis declared in 81601b2e5e as local currency values plummeted by 121.2%.
ECN-EVT-01788,500,Year 500,Hyperinflation,Economy,72196fa906,,72196fa906,5.0,Minor,Hyperinflation crisis declared in 72196fa906 as local currency values plummeted by 121.2%.
ECN-EVT-01789,500,Year 500,Hyperinflation,Economy,3c4760ddea,,3c4760ddea,5.0,Minor,Hyperinflation crisis declared in 3c4760ddea as local currency values plummeted by 121.2%.
ECN-EVT-01790,500,Year 500,Hyperinflation,Economy,9d578c755a,,9d578c755a,5.0,Minor,Hyperinflation crisis declared in 9d578c755a as local currency values plummeted by 120.5%.
ECN-EVT-01791,500,Year 500,Hyperinflation,Economy,23094db297,,23094db297,5.0,Minor,Hyperinflation crisis declared in 23094db297 as local currency values plummeted by 121.1%.
ECN-EVT-01792,500,Year 500,Hyperinflation,Economy,642e75a08d,,642e75a08d,5.0,Minor,Hyperinflation crisis declared in 642e75a08d as local currency values plummeted by 81.0%.
ECN-EVT-01793,500,Year 500,Hyperinflation,Economy,b619dd5fb5,,b619dd5fb5,5.0,Minor,Hyperinflation crisis declared in b619dd5fb5 as local currency values plummeted by 80.9%.
ECN-EVT-01794,500,Year 500,Hyperinflation,Economy,e3ba98a843,,e3ba98a843,5.0,Minor,Hyperinflation crisis declared in e3ba98a843 as local currency values plummeted by 121.2%.
