era_name,start_year,end_year,dominant_empire,major_events
Age of Colonization,430000,430500,The Unified Technocracy,"AI Uprising (Year 430280): In Year 430280, a rogue AI network in The Scientific AI Hege... | FTL Network Failure (Year 430469): In Year 430469, a mysterious cosmic pandemic swept through V..."
Age of Federations,430500,432000,The Unified Technocracy,"Megastructure Completion (Year 430855): In Year 430855, The Unified Technocracy successfully complet... | Galactic Federation (Year 430756): In Year 430756, the The Scientific Technocracy and The Aurel... | Economic Collapse (Year 431070): In Year 431070, a gold rush of rare FTL fuel elements trigge... | Galactic Federation (Year 431392): In Year 431392, the The Consolidated Chi-bulgis Systems and ... | War End (Year 431551): In Year 431551, a skirmish broke out in Rigel Major between ... | Peace Treaty Signing (Year 431648): In Year 431648, The Unified Star Empire acted as a peace med..."
Age of Expansion,432000,433000,The Consolidated Unified Systems,"FTL Network Failure (Year 432087): In Year 432087, a mysterious cosmic pandemic swept through P... | Megastructure Completion (Year 432140): In Year 432140, The Consolidated Unified Systems successfull... | FTL Network Failure (Year 432971): In Year 432971, a mysterious cosmic pandemic swept through C... | Resource Catastrophe (Year 432673): In Year 432673, a catastrophic solar flare in Orion Major de..."
Age of Collapse,433000,433500,The Scientific Technocracy,"Economic Collapse (Year 433203): In Year 433203, The Great Scientific Imperium experienced a ... | Wormhole Collapse (Year 433051): In Year 433051, a rogue AI network in The Allied Star Empire..."
Age of Trade,433500,434000,The Great Unified Imperium,"Economic Collapse (Year 433745): In Year 433745, industrial megacorporations in The Great Uni... | Pandemic Event (Year 433561): In Year 433561, a catastrophic solar flare in Aldebaran Arm ..."
Age of Expansion,434000,434500,The Scientific Technocracy,"FTL Network Failure (Year 434350): In Year 434350, a catastrophic solar flare in Sirius Minor d... | Galactic Federation (Year 434435): In Year 434435, The Consolidated Soloid Systems acted as a p..."
Age of Trade,434500,435000,The Scientific AI Hegemony,"Refugee Crisis (Year 434978): In Year 434978, a catastrophic solar flare in Rigel Beta des... | Peace Treaty Signing (Year 434569): In Year 434569, diplomatic relations between The Great Cygni..."
Age of Conflict,435000,435500,The Orionite AI Hegemony,"Economic Collapse (Year 435031): In Year 435031, a gold rush of rare FTL fuel elements trigge... | Refugee Crisis (Year 435082): In Year 435082, a catastrophic solar flare in Castor Sigma d..."
Age of Federations,435500,436000,The Great Unified Imperium,"FTL Network Failure (Year 435618): In Year 435618, a mysterious cosmic pandemic swept through O... | Galactic Federation (Year 435530): In Year 435530, the The Allied Star Empire and The Consolida..."
Age of Expansion,436000,436500,The Great Unified Imperium,"Megastructure Completion (Year 436468): In Year 436468, a breakthrough in zero-point energy generati... | Refugee Crisis (Year 436288): In Year 436288, a catastrophic solar flare in Capella Expans..."
Age of Trade,436500,437000,The Great Scientific Imperium,"FTL Network Failure (Year 436535): In Year 436535, a rogue AI network in The Great Scientific I... | Megastructure Completion (Year 436865): In Year 436865, researchers in The Great Allied Imperium ach..."
Age of Expansion,437000,437500,The Great Unified Imperium,"Galactic Federation (Year 437150): In Year 437150, diplomatic relations between The Great Meran... | Galactic Federation (Year 437279): In Year 437279, The Zylarex Star Empire acted as a peace med..."
Age of Trade,437500,438500,The Great Unified Imperium,"Megastructure Completion (Year 437677): In Year 437677, researchers in The Consolidated Zelari Syste... | Pandemic Event (Year 437741): In Year 437741, a rogue AI network in The Zylarian AI Hegemo... | Economic Collapse (Year 438379): In Year 438379, resource depletion in the Procyon Sigma sect... | Colony Assault (Year 438097): In Year 438097, the joint fleets of The Zylarian AI Hegemony..."
Age of Conflict,438500,439000,The Great Unified Imperium,"Economic Collapse (Year 438827): In Year 438827, industrial megacorporations in The Consolida... | Galactic Federation (Year 438664): In Year 438664, diplomatic relations between The Consolidate..."
Age of Expansion,439000,439500,The Great Scientific Imperium,"Megastructure Completion (Year 439011): In Year 439011, a breakthrough in zero-point energy generati... | Megastructure Completion (Year 439098): In Year 439098, researchers in The Great Unified Imperium ac..."
Age of Trade,439500,440000,The Unified Star Empire,"FTL Network Failure (Year 439837): In Year 439837, a catastrophic solar flare in Vega Sigma des... | Economic Collapse (Year 439891): In Year 439891, resource depletion in the Vega Minor sector ..."
Age of Federations,440000,441000,The Kaelumis AI Hegemony,"Economic Collapse (Year 440223): In Year 440223, a gold rush of rare FTL fuel elements trigge... | Pandemic Event (Year 440051): In Year 440051, a catastrophic solar flare in Orion Expanse ... | Refugee Crisis (Year 440536): In Year 440536, the FTL jump gate in Rigel Minor suffered a ... | Galactic Federation (Year 440656): In Year 440656, diplomatic relations between The Great Unifi..."
Age of Expansion,441000,441500,The Omega-bulgis AI Hegemony,"AI Uprising (Year 441018): In Year 441018, a catastrophic solar flare in Perseus Beta d... | Megastructure Completion (Year 441093): In Year 441093, the The Orionite Technocracy completed the c..."
Age of Collapse,441500,442000,The Great Unified Imperium,"AI Uprising (Year 441525): In Year 441525, a catastrophic solar flare in Vega Expanse d... | FTL Network Failure (Year 441584): In Year 441584, a rogue AI network in The Great Scientific I..."
Age of Expansion,442000,443000,The Consolidated Consolidated Systems,"AI Uprising (Year 442438): In Year 442438, a catastrophic solar flare in Vega Prime des... | War End (Year 442386): In Year 442386, a skirmish broke out in Polaris Beta between... | Wormhole Collapse (Year 442681): In Year 442681, a catastrophic solar flare in Pollux Prime d... | Wormhole Collapse (Year 442917): In Year 442917, a rogue AI network in The Orionite Technocra..."
Age of Trade,443000,443500,The Great Consolidated Imperium,"Economic Collapse (Year 443350): In Year 443350, resource depletion in the Antares Sigma sect... | Peace Treaty Signing (Year 443431): In Year 443431, diplomatic relations between The Unified AI ..."
Age of Colonization,443500,444000,The Great Unified Imperium,"Wormhole Collapse (Year 443983): In Year 443983, a catastrophic solar flare in Aldebaran Prim... | Resource Catastrophe (Year 443761): In Year 443761, a rogue AI network in The Great Unified Impe..."
Age of Expansion,444000,444500,The Scientific Technocracy,"AI Uprising (Year 444161): In Year 444161, the FTL jump gate in Antares Minor suffered ... | Megastructure Completion (Year 444089): In Year 444089, the The Thranari Technocracy completed the c..."
Age of Trade,444500,445000,The Scientific Technocracy,"FTL Network Failure (Year 444926): In Year 444926, a rogue AI network in The Consolidated Unifi... | Economic Collapse (Year 444514): In Year 444514, The Aurelari Technocracy experienced a massi..."
Age of Expansion,445000,445500,The Great Unified Imperium,"Refugee Crisis (Year 445090): In Year 445090, a mysterious cosmic pandemic swept through A... | Refugee Crisis (Year 445389): In Year 445389, a mysterious cosmic pandemic swept through P..."
Age of Federations,445500,446000,The Great Unified Imperium,"Galactic Federation (Year 445776): In Year 445776, the The Great Cygnite Imperium and The Meroi... | Peace Treaty Signing (Year 445541): In Year 445541, The Consolidated Unified Systems acted as a ..."
Age of Expansion,446000,447000,The Great Bulgite Imperium,"Economic Collapse (Year 446147): In Year 446147, resource depletion in the Centauri Expanse s... | Resource Catastrophe (Year 446323): In Year 446323, the FTL jump gate in Aldebaran Sigma suffere... | FTL Network Failure (Year 446888): In Year 446888, the FTL jump gate in Rigel Minor suffered a ... | Refugee Crisis (Year 446986): In Year 446986, the FTL jump gate in Capella Major suffered ..."
Age of Colonization,447000,447500,The Scientific Technocracy,"Megastructure Completion (Year 447421): In Year 447421, researchers in The Scientific Technocracy ac... | Deep Space Engagement (Year 447072): In Year 447072, the The Thranari Technocracy launched a surp..."
Age of Trade,447500,448000,The Scientific Technocracy,"Colony Assault (Year 447985): In Year 447985, the joint fleets of The Great Allied Imperiu... | Defense Pact (Year 447710): In Year 447710, the The Great Kaelumari Imperium and The Con..."
Age of Federations,448000,448500,The Great Unified Imperium,"AI Uprising (Year 448063): In Year 448063, a rogue AI network in The Great Allied Imper... | Megastructure Completion (Year 448319): In Year 448319, The Great Unified Imperium successfully comp..."
Age of Conflict,448500,449000,The Great Unified Imperium,"AI Uprising (Year 448887): In Year 448887, a rogue AI network in The Cygnan Technocracy... | FTL Network Failure (Year 448645): In Year 448645, a rogue AI network in The Consolidated Perse..."
Age of Collapse,449000,449500,The Scientific Technocracy,"AI Uprising (Year 449459): In Year 449459, a mysterious cosmic pandemic swept through C... | Pandemic Event (Year 449265): In Year 449265, a mysterious cosmic pandemic swept through V..."
Age of Expansion,449500,451000,The Great Allied Imperium,"AI Uprising (Year 449534): In Year 449534, a catastrophic solar flare in Betelgeuse Arm... | Colony Assault (Year 449794): In Year 449794, the joint fleets of The Galactician Technocr... | Economic Collapse (Year 450111): In Year 450111, resource depletion in the Capella Minor sect... | Resource Catastrophe (Year 450011): In Year 450011, a catastrophic solar flare in Rigel Nebula d... | Economic Collapse (Year 450957): In Year 450957, resource depletion in the Centauri Expanse s... | Megastructure Completion (Year 450554): In Year 450554, The Great Consolidated Imperium successfully..."
Age of Colonization,451000,451500,The Great Allied Imperium,"Refugee Crisis (Year 451287): In Year 451287, a mysterious cosmic pandemic swept through P... | War End (Year 451143): In Year 451143, The Great Allied Imperium successfully annex..."
Age of Expansion,451500,452500,The Scientific Technocracy,"Resource Catastrophe (Year 451519): In Year 451519, a mysterious cosmic pandemic swept through O... | Megastructure Completion (Year 451784): In Year 451784, the The Scientific Technocracy completed the... | AI Uprising (Year 452261): In Year 452261, the FTL jump gate in Procyon Sigma suffered ... | Megastructure Completion (Year 452060): In Year 452060, the The Unified Technocracy completed the co..."
Age of Trade,452500,453000,The Great Unified Imperium,"Megastructure Completion (Year 452677): In Year 452677, a breakthrough in zero-point energy generati... | Planetary Invasion (Year 452505): In Year 452505, a devastating fleet battle occurred in the A..."
Age of Expansion,453000,453500,The Great Unified Imperium,"Resource Catastrophe (Year 453244): In Year 453244, the FTL jump gate in Vega Beta suffered a cr... | Megastructure Completion (Year 453480): In Year 453480, a breakthrough in zero-point energy generati..."
Age of Federations,453500,454000,The Unified Technocracy,"Refugee Crisis (Year 453612): In Year 453612, a rogue AI network in The Unified Technocrac... | Galactic Federation (Year 453672): In Year 453672, The Consolidated Unified Systems acted as a ..."
